chr10	81756459	81756482	6	CIRCLEseq	y	NNNN
chr10	13164371	13164394	6	CHANGEseq	y	NNNN
chr10	33753323	33753346	4	CHANGEseq	y	NNNN
chr10	33753323	33753346	4	CIRCLEseq	y	NNNN
chr10	33753323	33753346	4	Nature2019	y	NNNN
chr10	33753323	33753346	4	ONEseq	0.603	NNNN
chr10	14141864	14141887	6	ONEseq	0.002	NNNN
chr10	131161931	131161954	5	ONEseq	0.002	NNNN
chr10	10990933	10990956	6	CHANGEseq	y	NNNN
chr10	101095095	101095118	5	ONEseq	0.002	NNNN
chr10	125397509	125397532	4	ONEseq	0.001	NNNN
chr10	61190875	61190898	4	CHANGEseq	y	NNNN
chr10	42370619	42370642	5	CHANGEseq	y	NNNN
chr10	72853697	72853720	6	CHANGEseq	y	NNNN
chr10	88867136	88867159	6	ONEseq	0.001	NNNN
chr10	86614728	86614751	5	CHANGEseq	y	NNNN
chr10	77367859	77367882	6	CHANGEseq	y	NNNN
chr10	113709107	113709130	6	CHANGEseq	y	NNNN
chr10	113709107	113709130	6	ONEseq	0.002	NNNN
chr10	59147006	59147029	6	CHANGEseq	y	NNNN
chr10	59147006	59147029	6	ONEseq	0.001	NNNN
chr10	65348454	65348477	6	CHANGEseq	y	NNNN
chr10	22324897	22324920	6	CHANGEseq	y	NNNN
chr10	17422478	17422501	6	ONEseq	0.002	NNNN
chr10	50922293	50922316	6	ONEseq	0.003	NNNN
chr10	85195493	85195518	4	ONEseq	0.002	NNNN
chr10	49197754	49197777	6	ONEseq	0.001	NNNN
chr10	28914178	28914201	6	ONEseq	0.001	NNNN
chr10	109345306	109345330	5	ONEseq	0.002	NNNN
chr10	64152673	64152696	6	CHANGEseq	y	NNNN
chr10	119989504	119989527	5	CHANGEseq	y	NNNN
chr10	60350668	60350691	6	CHANGEseq	y	NNNN
chr10	60350668	60350691	6	CIRCLEseq	y	NNNN
chr10	60350668	60350691	6	ONEseq	0.05	NNNN
chr10	122397668	122397692	5	ONEseq	0.01	NNNN
chr10	54392049	54392072	4	CHANGEseq	y	NNNN
chr10	75047821	75047844	5	CHANGEseq	y	NNNN
chr10	75047821	75047844	5	CIRCLEseq	y	NNNN
chr10	75047821	75047844	5	ONEseq	0.025	NNNN
chr10	82192209	82192232	5	ONEseq	0.003	NNNN
chr10	59856100	59856123	4	ONEseq	0.014	NNNN
chr10	109464487	109464510	6	ONEseq	0.001	NNNN
chr10	113051989	113052012	5	CHANGEseq	y	NNNN
chr10	114656291	114656314	6	ONEseq	0.002	NNNN
chr10	112698617	112698640	4	CHANGEseq	y	NNNN
chr10	119572132	119572155	4	ONEseq	0.002	NNNN
chr10	125249016	125249039	6	ONEseq	0.001	NNNN
chr10	115622977	115623001	5	ONEseq	0.001	NNNN
chr10	27384126	27384150	4	ONEseq	0.002	NNNN
chr10	47956264	47956288	5	ONEseq	0.002	NNNN
chr10	108625856	108625879	6	ONEseq	0.002	NNNN
chr10	33403067	33403090	6	ONEseq	0.001	NNNN
chr10	36570755	36570778	6	ONEseq	0.001	NNNN
chr10	22549239	22549262	4	CHANGEseq	y	NNNN
chr10	22549239	22549262	4	ONEseq	0.002	NNNN
chr10	46998675	46998698	4	ONEseq	0.002	NNNN
chr10	61170349	61170372	4	ONEseq	0.002	NNNN
chr10	122980890	122980913	6	ONEseq	0.001	NNNN
chr10	107153862	107153885	6	CHANGEseq	y	NNNN
chr10	46050938	46050961	5	ONEseq	0.002	NNNN
chr10	35167605	35167628	6	ONEseq	0.001	NNNN
chr10	66441210	66441233	6	CHANGEseq	y	NNNN
chr10	133507949	133507973	4	GUIDEseq	7	NNNN
chr10	47030817	47030840	5	CHANGEseq	y	NNNN
chr10	21931132	21931155	4	CHANGEseq	y	NNNN
chr10	120780594	120780617	6	CHANGEseq	y	NNNN
chr10	15513076	15513099	5	CHANGEseq	y	NNNN
chr10	38018334	38018357	6	ONEseq	0.002	NNNN
chr10	42630969	42630992	6	ONEseq	0.002	NNNN
chr10	127339515	127339538	6	ONEseq	0.003	NNNN
chr10	64140408	64140431	6	ONEseq	0.001	NNNN
chr10	16870517	16870540	5	ONEseq	0.001	NNNN
chr10	18286780	18286803	6	CHANGEseq	y	NNNN
chr10	100201019	100201042	5	CHANGEseq	y	NNNN
chr10	44269596	44269619	6	ONEseq	0.001	NNNN
chr10	129853907	129853930	6	ONEseq	0.001	NNNN
chr10	15632450	15632473	6	ONEseq	0.002	NNNN
chr10	45858061	45858084	6	ONEseq	0.001	NNNN
chr10	49978004	49978027	6	ONEseq	0.001	NNNN
chr10	83206245	83206268	6	CHANGEseq	y	NNNN
chr10	120181207	120181230	6	CHANGEseq	y	NNNN
chr10	2860430	2860453	6	ONEseq	0.001	NNNN
chr10	98458943	98458966	5	ONEseq	0.001	NNNN
chr10	122102888	122102911	6	CHANGEseq	y	NNNN
chr10	109308742	109308765	6	ONEseq	0.001	NNNN
chr10	89440880	89440903	5	ONEseq	0.002	NNNN
chr10	67280724	67280747	6	CHANGEseq	y	NNNN
chr10	4287664	4287687	6	CHANGEseq	y	NNNN
chr10	113128036	113128059	6	ONEseq	0.003	NNNN
chr10	2493341	2493364	4	CHANGEseq	y	NNNN
chr10	2493341	2493364	4	CIRCLEseq	y	NNNN
chr10	2493341	2493364	4	ONEseq	0.195	NNNN
chr10	43473709	43473732	4	CHANGEseq	y	NNNN
chr10	106322305	106322330	6	ONEseq	0.001	NNNN
chr10	29272626	29272649	6	CHANGEseq	y	NNNN
chr10	127455403	127455426	5	CHANGEseq	y	NNNN
chr10	45733150	45733173	5	ONEseq	0.03	NNNN
chr10	50073841	50073864	5	ONEseq	0.03	NNNN
chr10	116061991	116062014	6	CHANGEseq	y	NNNN
chr10	109177720	109177743	6	CHANGEseq	y	NNNN
chr10	25967033	25967056	6	ONEseq	0.001	NNNN
chr10	48729841	48729864	6	CHANGEseq	y	NNNN
chr10	78215781	78215804	6	CHANGEseq	y	NNNN
chr10	78215781	78215804	6	ONEseq	0.001	NNNN
chr10	6868648	6868671	5	ONEseq	0.01	NNNN
chr10	46595005	46595028	5	ONEseq	0.006	NNNN
chr10	87206795	87206818	5	ONEseq	0.006	NNNN
chr10	95880232	95880255	6	CHANGEseq	y	NNNN
chr10	66589597	66589620	5	CHANGEseq	y	NNNN
chr10	1110406	1110429	5	CHANGEseq	y	NNNN
chr10	33069716	33069739	4	ONEseq	0.002	NNNN
chr10	84083689	84083712	5	CHANGEseq	y	NNNN
chr10	24625404	24625427	5	CHANGEseq	y	NNNN
chr10	7121271	7121294	5	CHANGEseq	y	NNNN
chr10	7121271	7121294	5	CIRCLEseq	y	NNNN
chr10	7121271	7121294	5	ONEseq	0.055	NNNN
chr10	74691751	74691774	6	CHANGEseq	y	NNNN
chr10	119593815	119593838	5	CHANGEseq	y	NNNN
chr10	119593815	119593838	5	ONEseq	0.002	NNNN
chr10	51465857	51465880	6	CHANGEseq	y	NNNN
chr10	133507949	133507972	6	CHANGEseq	y	NNNN
chr10	28833516	28833539	5	CHANGEseq	y	NNNN
chr10	28833516	28833539	5	CIRCLEseq	y	NNNN
chr10	28833516	28833539	5	ONEseq	0.104	NNNN
chr10	6692526	6692549	6	CHANGEseq	y	NNNN
chr10	12845666	12845689	6	CHANGEseq	y	NNNN
chr10	12845666	12845689	6	CIRCLEseq	y	NNNN
chr10	12845666	12845689	6	ONEseq	0.027	NNNN
chr10	67784722	67784745	6	CHANGEseq	y	NNNN
chr10	25086010	25086034	5	ONEseq	0.001	NNNN
chr10	23476840	23476863	5	CHANGEseq	y	NNNN
chr10	48412197	48412220	4	CHANGEseq	y	NNNN
chr10	48412197	48412220	4	CIRCLEseq	y	NNNN
chr10	48412197	48412220	4	ONEseq	0.159	NNNN
chr10	62846694	62846717	5	ONEseq	0.001	NNNN
chr10	96923790	96923813	5	ONEseq	0.009	NNNN
chr10	31627311	31627334	5	CHANGEseq	y	NNNN
chr10	31627311	31627334	5	ONEseq	0.002	NNNN
chr10	87050504	87050527	5	CHANGEseq	y	NNNN
chr10	87050504	87050527	5	ONEseq	0.002	NNNN
chr10	65376861	65376884	5	ONEseq	0.012	NNNN
chr10	522357	522380	6	ONEseq	0.001	NNNN
chr10	73582339	73582362	6	CHANGEseq	y	NNNN
chr11	92037565	92037588	6	CHANGEseq	y	NNNN
chr11	92037565	92037588	6	ONEseq	0.001	NNNN
chr11	24580428	24580451	5	ONEseq	0.089	NNNN
chr11	45846871	45846894	5	ONEseq	0.001	NNNN
chr11	14574237	14574260	6	CHANGEseq	y	NNNN
chr11	14574237	14574260	6	ONEseq	0.007	NNNN
chr11	114078123	114078146	6	CHANGEseq	y	NNNN
chr11	114078123	114078146	6	ONEseq	0.007	NNNN
chr11	103493636	103493659	5	ONEseq	0.009	NNNN
chr11	130227813	130227836	6	ONEseq	0.001	NNNN
chr11	66410878	66410901	6	CHANGEseq	y	NNNN
chr11	66410878	66410901	6	ONEseq	0.001	NNNN
chr11	56883674	56883697	5	CHANGEseq	y	NNNN
chr11	77169323	77169346	6	CHANGEseq	y	NNNN
chr11	24053357	24053380	6	CHANGEseq	y	NNNN
chr11	16512402	16512426	5	ONEseq	0.06	NNNN
chr11	109681873	109681896	6	CHANGEseq	y	NNNN
chr11	57077022	57077045	5	ONEseq	0.003	NNNN
chr11	37333458	37333481	5	CHANGEseq	y	NNNN
chr11	7653726	7653749	6	CHANGEseq	y	NNNN
chr11	61043826	61043849	6	CHANGEseq	y	NNNN
chr11	128785227	128785250	6	CHANGEseq	y	NNNN
chr11	128785227	128785250	6	ONEseq	0.004	NNNN
chr11	23840436	23840459	5	CHANGEseq	y	NNNN
chr11	23840436	23840459	5	ONEseq	0.009	NNNN
chr11	106228857	106228880	6	ONEseq	0.002	NNNN
chr11	110728046	110728069	6	ONEseq	0.002	NNNN
chr11	102948064	102948087	5	ONEseq	0.004	NNNN
chr11	12668600	12668623	6	CHANGEseq	y	NNNN
chr11	73081776	73081799	4	CHANGEseq	y	NNNN
chr11	37572567	37572590	5	CHANGEseq	y	NNNN
chr11	37572567	37572590	5	ONEseq	0.002	NNNN
chr11	85409483	85409506	6	CHANGEseq	y	NNNN
chr11	121903275	121903298	5	ONEseq	0.004	NNNN
chr11	87543498	87543521	5	ONEseq	0.002	NNNN
chr11	109282634	109282657	6	CHANGEseq	y	NNNN
chr11	131262416	131262439	6	CHANGEseq	y	NNNN
chr11	130591507	130591530	5	CHANGEseq	y	NNNN
chr11	130591507	130591530	5	ONEseq	0.003	NNNN
chr11	99934443	99934466	6	CHANGEseq	y	NNNN
chr11	79135617	79135640	6	CHANGEseq	y	NNNN
chr11	90366646	90366669	6	CHANGEseq	y	NNNN
chr11	18721399	18721422	6	ONEseq	0.001	NNNN
chr11	23704383	23704406	4	ONEseq	0.077	NNNN
chr11	73026354	73026377	5	ONEseq	0.004	NNNN
chr11	26771530	26771553	5	CHANGEseq	y	NNNN
chr11	26771530	26771553	5	CIRCLEseq	y	NNNN
chr11	26771530	26771553	5	ONEseq	0.004	NNNN
chr11	111328639	111328662	6	ONEseq	0.001	NNNN
chr11	46168998	46169021	6	CHANGEseq	y	NNNN
chr11	46168998	46169021	6	ONEseq	0.001	NNNN
chr11	44015028	44015051	6	CHANGEseq	y	NNNN
chr11	16194092	16194115	6	CHANGEseq	y	NNNN
chr11	123225720	123225743	6	ONEseq	0.002	NNNN
chr11	41169772	41169795	6	CHANGEseq	y	NNNN
chr11	19943615	19943638	6	ONEseq	0.001	NNNN
chr11	28419157	28419180	6	ONEseq	0.002	NNNN
chr11	70060522	70060545	5	CHANGEseq	y	NNNN
chr11	70060522	70060545	5	ONEseq	0.002	NNNN
chr11	119147809	119147832	6	ONEseq	0.001	NNNN
chr11	63955658	63955681	3	ONEseq	0.002	NNNN
chr11	96841970	96841993	5	ONEseq	0.001	NNNN
chr11	14019617	14019640	6	CHANGEseq	y	NNNN
chr11	127538034	127538057	6	ONEseq	0.002	NNNN
chr11	116156543	116156566	6	CHANGEseq	y	NNNN
chr11	38598881	38598904	4	CHANGEseq	y	NNNN
chr11	81092387	81092410	5	CHANGEseq	y	NNNN
chr11	81092387	81092410	5	ONEseq	0.001	NNNN
chr11	3894150	3894173	6	ONEseq	0.002	NNNN
chr11	36729979	36730003	4	ONEseq	0.002	NNNN
chr11	22798756	22798779	6	ONEseq	0.001	NNNN
chr11	26412225	26412249	4	ONEseq	0.001	NNNN
chr11	7262651	7262674	6	ONEseq	0.001	NNNN
chr11	74696478	74696501	6	ONEseq	0.001	NNNN
chr11	73235048	73235071	5	ONEseq	0.003	NNNN
chr11	9503508	9503531	4	ONEseq	0.002	NNNN
chr11	43031564	43031587	6	ONEseq	0.002	NNNN
chr11	31714369	31714392	6	CHANGEseq	y	NNNN
chr11	42564377	42564400	5	CHANGEseq	y	NNNN
chr11	45313540	45313563	6	CHANGEseq	y	NNNN
chr11	24206681	24206704	6	CHANGEseq	y	NNNN
chr11	76086839	76086862	6	ONEseq	0.002	NNNN
chr11	100221545	100221568	6	ONEseq	0.001	NNNN
chr11	44987587	44987610	6	CHANGEseq	y	NNNN
chr11	101012660	101012683	6	ONEseq	0.001	NNNN
chr11	74778906	74778931	6	ONEseq	0.002	NNNN
chr11	92435294	92435319	6	ONEseq	0.001	NNNN
chr11	47782411	47782434	6	CHANGEseq	y	NNNN
chr11	17162370	17162393	6	CHANGEseq	y	NNNN
chr11	121143516	121143539	4	CHANGEseq	y	NNNN
chr11	2682000	2682023	5	CHANGEseq	y	NNNN
chr11	32508037	32508060	6	ONEseq	0.001	NNNN
chr11	74678038	74678061	6	ONEseq	0.001	NNNN
chr11	40647154	40647177	5	CHANGEseq	y	NNNN
chr11	32400374	32400397	6	ONEseq	0.001	NNNN
chr11	56754606	56754629	6	ONEseq	0.001	NNNN
chr11	118411355	118411378	4	CHANGEseq	y	NNNN
chr11	16092071	16092094	4	ONEseq	0.011	NNNN
chr11	47611221	47611244	6	ONEseq	0.002	NNNN
chr11	73154334	73154357	6	ONEseq	0.001	NNNN
chr11	38563744	38563767	6	CHANGEseq	y	NNNN
chr11	81792613	81792636	6	ONEseq	0.002	NNNN
chr11	117020367	117020390	6	CHANGEseq	y	NNNN
chr11	114396905	114396928	5	CHANGEseq	y	NNNN
chr11	114396905	114396928	5	ONEseq	0.001	NNNN
chr11	20530804	20530827	6	CHANGEseq	y	NNNN
chr11	115453412	115453435	6	CHANGEseq	y	NNNN
chr11	115453412	115453435	6	CIRCLEseq	y	NNNN
chr11	115453412	115453435	6	ONEseq	0.013	NNNN
chr11	48103632	48103655	6	CHANGEseq	y	NNNN
chr11	48103632	48103655	6	CIRCLEseq	y	NNNN
chr11	48103632	48103655	6	ONEseq	0.26	NNNN
chr11	75264216	75264239	6	CHANGEseq	y	NNNN
chr11	114185814	114185837	5	CIRCLEseq	y	NNNN
chr11	114185814	114185837	5	ONEseq	0.003	NNNN
chr11	124625302	124625325	4	GUIDEseq	2	NNNN
chr11	124625306	124625329	5	CHANGEseq	y	NNNN
chr11	124625306	124625329	5	CIRCLEseq	y	NNNN
chr11	124625306	124625329	5	ONEseq	0.133	NNNN
chr11	108289016	108289039	6	CHANGEseq	y	NNNN
chr11	38350507	38350530	6	CHANGEseq	y	NNNN
chr11	38350507	38350530	6	ONEseq	0.001	NNNN
chr11	74723661	74723684	6	ONEseq	0.001	NNNN
chr11	112493612	112493635	6	CHANGEseq	y	NNNN
chr11	121745045	121745068	6	CHANGEseq	y	NNNN
chr11	4063550	4063573	6	CHANGEseq	y	NNNN
chr11	16364949	16364972	6	CHANGEseq	y	NNNN
chr11	16364949	16364972	6	CIRCLEseq	y	NNNN
chr11	33437633	33437656	4	CHANGEseq	y	NNNN
chr11	33437633	33437657	4	ONEseq	0.01	NNNN
chr11	41801622	41801645	6	CHANGEseq	y	NNNN
chr11	119438921	119438944	5	ONEseq	0.002	NNNN
chr11	15438293	15438316	6	ONEseq	0.003	NNNN
chr11	127133222	127133245	4	CHANGEseq	y	NNNN
chr11	127133222	127133245	4	ONEseq	0.011	NNNN
chr11	100976017	100976040	6	ONEseq	0.001	NNNN
chr11	27135187	27135210	6	CHANGEseq	y	NNNN
chr11	47804778	47804801	5	CHANGEseq	y	NNNN
chr11	47804778	47804801	5	CIRCLEseq	y	NNNN
chr11	47804778	47804801	5	ONEseq	0.113	NNNN
chr11	127952342	127952365	6	CHANGEseq	y	NNNN
chr11	83613416	83613439	6	CHANGEseq	y	NNNN
chr11	34457591	34457614	6	CHANGEseq	y	NNNN
chr11	34457591	34457614	6	CIRCLEseq	y	NNNN
chr11	34457592	34457615	6	CHANGEseq	y	NNNN
chr11	34457592	34457615	6	CIRCLEseq	y	NNNN
chr11	34457592	34457615	6	Nature2019	y	NNNN
chr11	16119581	16119604	6	CHANGEseq	y	NNNN
chr11	16119581	16119604	6	CIRCLEseq	y	NNNN
chr11	16119581	16119604	6	ONEseq	0.006	NNNN
chr11	21838569	21838592	6	CHANGEseq	y	NNNN
chr11	115894371	115894394	6	CHANGEseq	y	NNNN
chr11	115894371	115894394	6	ONEseq	0.001	NNNN
chr11	66926102	66926125	6	ONEseq	0.001	NNNN
chr11	21848603	21848626	6	CHANGEseq	y	NNNN
chr11	107328414	107328437	5	ONEseq	0.003	NNNN
chr11	72767067	72767090	6	ONEseq	0.002	NNNN
chr11	94478237	94478260	4	CHANGEseq	y	NNNN
chr11	94478237	94478260	4	ONEseq	0.003	NNNN
chr11	60517788	60517812	4	ONEseq	0.001	NNNN
chr11	100357267	100357290	5	CHANGEseq	y	NNNN
chr11	120405841	120405864	6	CHANGEseq	y	NNNN
chr11	109273811	109273834	5	ONEseq	0.001	NNNN
chr11	14040530	14040553	6	CHANGEseq	y	NNNN
chr11	76709273	76709296	6	CHANGEseq	y	NNNN
chr11	81824541	81824564	5	ONEseq	0.001	NNNN
chr11	133188304	133188327	6	CHANGEseq	y	NNNN
chr11	124693094	124693117	5	ONEseq	0.002	NNNN
chr11	127606815	127606838	6	CHANGEseq	y	NNNN
chr11	77315739	77315762	5	CHANGEseq	y	NNNN
chr11	57541841	57541865	5	ONEseq	0.001	NNNN
chr11	110153994	110154017	5	ONEseq	0.218	NNNN
chr11	4481198	4481221	6	CHANGEseq	y	NNNN
chr11	32213252	32213275	6	ONEseq	0.001	NNNN
chr12	79391139	79391162	6	CHANGEseq	y	NNNN
chr12	42341429	42341452	6	CHANGEseq	y	NNNN
chr12	42341429	42341452	6	ONEseq	0.002	NNNN
chr12	100128833	100128856	5	ONEseq	0.001	NNNN
chr12	81673705	81673728	6	CHANGEseq	y	NNNN
chr12	73307186	73307209	6	CHANGEseq	y	NNNN
chr12	114512950	114512973	6	CHANGEseq	y	NNNN
chr12	20823984	20824007	6	CHANGEseq	y	NNNN
chr12	50698145	50698168	6	CHANGEseq	y	NNNN
chr12	74911962	74911985	5	ONEseq	0.005	NNNN
chr12	50181810	50181833	6	CHANGEseq	y	NNNN
chr12	28170950	28170973	6	CHANGEseq	y	NNNN
chr12	83052627	83052650	6	CHANGEseq	y	NNNN
chr12	83052627	83052650	6	ONEseq	0.004	NNNN
chr12	119842476	119842499	6	ONEseq	0.003	NNNN
chr12	125400131	125400154	6	ONEseq	0.003	NNNN
chr12	111643756	111643779	6	ONEseq	0.001	NNNN
chr12	77844946	77844970	5	ONEseq	0.002	NNNN
chr12	115935578	115935601	5	ONEseq	0.005	NNNN
chr12	22149294	22149317	6	ONEseq	0.002	NNNN
chr12	92010985	92011008	6	ONEseq	0.001	NNNN
chr12	74991719	74991742	6	ONEseq	0.001	NNNN
chr12	58901165	58901188	5	ONEseq	0.002	NNNN
chr12	64064593	64064616	4	ONEseq	0.002	NNNN
chr12	86781142	86781165	5	ONEseq	0.031	NNNN
chr12	120316870	120316893	5	ONEseq	0.012	NNNN
chr12	4651563	4651586	5	ONEseq	0.002	NNNN
chr12	76643643	76643666	6	CHANGEseq	y	NNNN
chr12	12347511	12347534	5	ONEseq	0.003	NNNN
chr12	69605326	69605349	6	CHANGEseq	y	NNNN
chr12	69605326	69605349	6	ONEseq	0.001	NNNN
chr12	120998364	120998387	4	ONEseq	0.047	NNNN
chr12	66956395	66956418	6	CHANGEseq	y	NNNN
chr12	24092697	24092720	5	ONEseq	0.041	NNNN
chr12	48850941	48850964	6	ONEseq	0.002	NNNN
chr12	48252015	48252038	6	CHANGEseq	y	NNNN
chr12	83566214	83566237	5	CHANGEseq	y	NNNN
chr12	83566214	83566237	5	ONEseq	0.01	NNNN
chr12	74152940	74152963	6	CHANGEseq	y	NNNN
chr12	74152940	74152963	6	ONEseq	0.001	NNNN
chr12	128339956	128339979	6	ONEseq	0.002	NNNN
chr12	39267607	39267630	3	ONEseq	0.002	NNNN
chr12	116587228	116587251	6	CHANGEseq	y	NNNN
chr12	69360859	69360882	5	CHANGEseq	y	NNNN
chr12	69360859	69360882	5	ONEseq	0.001	NNNN
chr12	55287937	55287960	5	CHANGEseq	y	NNNN
chr12	127770543	127770566	6	ONEseq	0.003	NNNN
chr12	122107857	122107880	6	CHANGEseq	y	NNNN
chr12	10680616	10680639	6	CHANGEseq	y	NNNN
chr12	13628673	13628696	5	CHANGEseq	y	NNNN
chr12	13628673	13628696	5	ONEseq	0.001	NNNN
chr12	65413394	65413417	5	CHANGEseq	y	NNNN
chr12	100346762	100346785	6	CHANGEseq	y	NNNN
chr12	100346762	100346785	6	CIRCLEseq	y	NNNN
chr12	100346762	100346785	6	ONEseq	0.006	NNNN
chr12	53612565	53612588	6	CHANGEseq	y	NNNN
chr12	53612565	53612588	6	ONEseq	0.002	NNNN
chr12	8741475	8741498	6	ONEseq	0.001	NNNN
chr12	101426757	101426781	4	ONEseq	0.003	NNNN
chr12	46254116	46254139	6	ONEseq	0.005	NNNN
chr12	26895711	26895734	4	CHANGEseq	y	NNNN
chr12	26895711	26895734	4	ONEseq	0.003	NNNN
chr12	67693457	67693480	5	CHANGEseq	y	NNNN
chr12	88003726	88003749	5	CHANGEseq	y	NNNN
chr12	10101337	10101360	5	CHANGEseq	y	NNNN
chr12	10101337	10101360	5	ONEseq	0.001	NNNN
chr12	65798372	65798395	5	ONEseq	0.003	NNNN
chr12	44432762	44432785	6	CHANGEseq	y	NNNN
chr12	69324504	69324527	5	CHANGEseq	y	NNNN
chr12	69324504	69324527	5	CIRCLEseq	y	NNNN
chr12	69324504	69324527	5	ONEseq	0.02	NNNN
chr12	69428950	69428973	6	ONEseq	0.001	NNNN
chr12	46167206	46167229	6	ONEseq	0.001	NNNN
chr12	117083394	117083417	4	CHANGEseq	y	NNNN
chr12	76874304	76874327	6	CHANGEseq	y	NNNN
chr12	85275914	85275937	6	ONEseq	0.001	NNNN
chr12	70340171	70340194	4	CHANGEseq	y	NNNN
chr12	70340171	70340194	4	ONEseq	0.001	NNNN
chr12	82954157	82954180	6	CHANGEseq	y	NNNN
chr12	3065494	3065517	6	CHANGEseq	y	NNNN
chr12	3065494	3065517	6	ONEseq	0.002	NNNN
chr12	122173090	122173113	6	CHANGEseq	y	NNNN
chr12	31464379	31464402	5	ONEseq	0.002	NNNN
chr12	43221852	43221875	6	ONEseq	0.001	NNNN
chr12	66317899	66317924	6	ONEseq	0.002	NNNN
chr12	17590639	17590662	6	ONEseq	0.003	NNNN
chr12	118908515	118908538	6	ONEseq	0.004	NNNN
chr12	3551658	3551681	4	ONEseq	0.002	NNNN
chr12	106754014	106754037	6	ONEseq	0.001	NNNN
chr12	51067254	51067278	4	ONEseq	0.004	NNNN
chr12	29730732	29730755	4	ONEseq	0.005	NNNN
chr12	30069567	30069590	5	CHANGEseq	y	NNNN
chr12	79059714	79059738	5	ONEseq	0.001	NNNN
chr12	23340457	23340481	5	ONEseq	0.001	NNNN
chr12	118415638	118415661	6	ONEseq	0.002	NNNN
chr12	39931215	39931238	6	ONEseq	0.001	NNNN
chr12	72718628	72718651	4	ONEseq	0.001	NNNN
chr12	104433489	104433512	5	ONEseq	0.001	NNNN
chr12	74831072	74831095	3	ONEseq	0.004	NNNN
chr12	127949036	127949059	5	ONEseq	0.001	NNNN
chr12	74436577	74436600	6	ONEseq	0.002	NNNN
chr12	103779419	103779443	4	ONEseq	0.001	NNNN
chr12	62288259	62288282	5	ONEseq	0.001	NNNN
chr12	115755841	115755864	6	ONEseq	0.003	NNNN
chr12	24715677	24715700	6	CHANGEseq	y	NNNN
chr12	106656270	106656293	6	ONEseq	0.001	NNNN
chr12	21156376	21156399	5	CHANGEseq	y	NNNN
chr12	21156376	21156399	5	ONEseq	0.003	NNNN
chr12	56677434	56677457	5	ONEseq	0.001	NNNN
chr12	27487716	27487739	6	ONEseq	0.001	NNNN
chr12	78220360	78220383	6	ONEseq	0.002	NNNN
chr12	79142736	79142759	6	CHANGEseq	y	NNNN
chr12	123934902	123934925	4	CHANGEseq	y	NNNN
chr12	123934902	123934925	4	ONEseq	0.001	NNNN
chr12	123934903	123934926	4	GUIDEseq_CD34	y	NNNN
chr12	69477652	69477675	6	CHANGEseq	y	NNNN
chr12	69477652	69477675	6	ONEseq	0.001	NNNN
chr12	52033402	52033425	5	GUIDEseq	4	NNNN
chr12	131816808	131816831	6	CHANGEseq	y	NNNN
chr12	95472449	95472472	6	CHANGEseq	y	NNNN
chr12	95472449	95472472	6	ONEseq	0.002	NNNN
chr12	115202192	115202215	6	CHANGEseq	y	NNNN
chr12	56559027	56559050	5	ONEseq	0.002	NNNN
chr12	21264426	21264449	6	CHANGEseq	y	NNNN
chr12	22568015	22568038	4	CHANGEseq	y	NNNN
chr12	55789343	55789366	6	CHANGEseq	y	NNNN
chr12	119134769	119134792	5	ONEseq	0.001	NNNN
chr12	102067141	102067164	5	CHANGEseq	y	NNNN
chr12	59717441	59717464	5	ONEseq	0.002	NNNN
chr12	38542111	38542134	6	ONEseq	0.001	NNNN
